"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"104",0.51,0.5,0.51,0.5225,0.472,0.488333333333333,0.534285714285714,0.49625,0.5,0.524,0.4935
"105",0.47,0.415,0.496666666666667,0.49,0.526,0.506666666666667,0.495714285714286,0.49125,0.482222222222222,0.501,0.5
"106",0.45,0.48,0.5,0.4925,0.5,0.533333333333333,0.492857142857143,0.50125,0.482222222222222,0.494,0.508
"107",0.45,0.545,0.536666666666667,0.53,0.482,0.491666666666667,0.51,0.4875,0.535555555555556,0.51,0.5095
"108",0.49,0.5,0.53,0.515,0.496,0.48,0.527142857142857,0.465,0.484444444444444,0.489,0.4835
"109",0.52,0.465,0.463333333333333,0.5325,0.492,0.501666666666667,0.48,0.4725,0.495555555555556,0.518,0.4985
"110",0.48,0.5,0.493333333333333,0.48,0.554,0.523333333333333,0.532857142857143,0.49,0.507777777777778,0.486,0.504
"111",0.46,0.465,0.523333333333333,0.51,0.526,0.505,0.54,0.49,0.501111111111111,0.504,0.5125
"112",0.49,0.47,0.54,0.5025,0.526,0.48,0.464285714285714,0.49875,0.498888888888889,0.514,0.512
"113",0.55,0.56,0.49,0.4975,0.502,0.498333333333333,0.507142857142857,0.51875,0.477777777777778,0.479,0.499
"114",0.43,0.475,0.466666666666667,0.535,0.474,0.515,0.514285714285714,0.48875,0.523333333333333,0.514,0.507
"115",0.52,0.465,0.493333333333333,0.49,0.498,0.533333333333333,0.504285714285714,0.50625,0.491111111111111,0.511,0.5115
"116",0.5,0.5,0.486666666666667,0.465,0.526,0.496666666666667,0.49,0.54625,0.523333333333333,0.515,0.503
"117",0.53,0.545,0.556666666666667,0.4975,0.49,0.513333333333333,0.498571428571429,0.51125,0.473333333333333,0.51,0.5005
"118",0.49,0.62,0.526666666666667,0.55,0.484,0.516666666666667,0.488571428571429,0.48,0.515555555555556,0.496,0.4865
"119",0.43,0.55,0.483333333333333,0.5225,0.502,0.516666666666667,0.481428571428571,0.50125,0.493333333333333,0.546,0.5015
"120",0.49,0.5,0.546666666666667,0.4675,0.462,0.476666666666667,0.504285714285714,0.50375,0.488888888888889,0.507,0.509
"121",0.54,0.525,0.52,0.4475,0.492,0.501666666666667,0.482857142857143,0.485,0.494444444444444,0.483,0.5215
"122",0.53,0.55,0.523333333333333,0.4825,0.514,0.518333333333333,0.504285714285714,0.48125,0.517777777777778,0.507,0.4975
"123",0.5,0.515,0.396666666666667,0.45,0.504,0.495,0.53,0.4825,0.485555555555556,0.511,0.495
"124",0.47,0.47,0.513333333333333,0.5375,0.518,0.506666666666667,0.454285714285714,0.51625,0.508888888888889,0.506,0.472
"125",0.56,0.465,0.42,0.5575,0.498,0.51,0.478571428571429,0.525,0.474444444444444,0.481,0.5165
"126",0.55,0.48,0.503333333333333,0.5125,0.524,0.48,0.518571428571429,0.51125,0.483333333333333,0.489,0.504
"127",0.45,0.56,0.476666666666667,0.5125,0.48,0.455,0.508571428571429,0.48625,0.481111111111111,0.477,0.502
"128",0.47,0.545,0.483333333333333,0.4725,0.492,0.491666666666667,0.49,0.49125,0.494444444444444,0.491,0.506
"129",0.45,0.475,0.48,0.525,0.54,0.481666666666667,0.514285714285714,0.50625,0.506666666666667,0.524,0.473
"130",0.42,0.51,0.513333333333333,0.5025,0.504,0.51,0.522857142857143,0.48625,0.523333333333333,0.491,0.5115
"131",0.45,0.47,0.503333333333333,0.53,0.51,0.458333333333333,0.468571428571429,0.51875,0.507777777777778,0.49,0.4915
"132",0.5,0.445,0.523333333333333,0.4875,0.502,0.511666666666667,0.514285714285714,0.53125,0.484444444444444,0.492,0.509
"133",0.5,0.515,0.48,0.48,0.506,0.511666666666667,0.485714285714286,0.485,0.504444444444444,0.499,0.5005
"134",0.49,0.48,0.526666666666667,0.5025,0.48,0.511666666666667,0.472857142857143,0.53625,0.502222222222222,0.482,0.51
"135",0.44,0.52,0.48,0.5325,0.486,0.51,0.528571428571429,0.48625,0.49,0.497,0.4945
"136",0.44,0.55,0.543333333333333,0.5275,0.486,0.518333333333333,0.507142857142857,0.4975,0.472222222222222,0.518,0.4885
"137",0.55,0.485,0.466666666666667,0.5625,0.54,0.536666666666667,0.498571428571429,0.51625,0.482222222222222,0.471,0.4965
"138",0.49,0.425,0.513333333333333,0.4975,0.498,0.513333333333333,0.497142857142857,0.47875,0.495555555555556,0.485,0.4975
"139",0.49,0.495,0.47,0.515,0.506,0.503333333333333,0.511428571428571,0.5375,0.51,0.495,0.4905
"140",0.56,0.41,0.46,0.5025,0.518,0.495,0.512857142857143,0.50875,0.51,0.472,0.4805
"141",0.47,0.435,0.44,0.4875,0.5,0.513333333333333,0.508571428571429,0.49,0.511111111111111,0.5,0.5035
"142",0.48,0.515,0.513333333333333,0.46,0.486,0.481666666666667,0.464285714285714,0.48625,0.494444444444444,0.502,0.503
"143",0.49,0.505,0.503333333333333,0.4825,0.486,0.515,0.52,0.46625,0.494444444444444,0.517,0.4995
"144",0.52,0.575,0.533333333333333,0.52,0.516,0.468333333333333,0.49,0.495,0.517777777777778,0.536,0.5005
"145",0.43,0.55,0.51,0.5275,0.502,0.526666666666667,0.492857142857143,0.5075,0.497777777777778,0.492,0.492
"146",0.53,0.475,0.463333333333333,0.5,0.442,0.453333333333333,0.492857142857143,0.4975,0.484444444444444,0.494,0.4955
"147",0.51,0.51,0.503333333333333,0.5225,0.496,0.49,0.521428571428571,0.53875,0.523333333333333,0.494,0.509
"148",0.47,0.485,0.5,0.4925,0.522,0.523333333333333,0.508571428571429,0.50625,0.51,0.472,0.504
"149",0.46,0.515,0.513333333333333,0.475,0.522,0.508333333333333,0.484285714285714,0.50125,0.502222222222222,0.486,0.4905
"150",0.52,0.48,0.576666666666667,0.4825,0.472,0.5,0.502857142857143,0.5025,0.488888888888889,0.488,0.506
"151",0.6,0.52,0.486666666666667,0.4825,0.502,0.505,0.497142857142857,0.49875,0.495555555555556,0.509,0.5095
"152",0.49,0.45,0.503333333333333,0.4925,0.488,0.506666666666667,0.494285714285714,0.47625,0.497777777777778,0.505,0.4855
"153",0.5,0.47,0.533333333333333,0.5225,0.512,0.505,0.452857142857143,0.53,0.513333333333333,0.52,0.4925
"154",0.47,0.535,0.52,0.515,0.49,0.49,0.527142857142857,0.48375,0.524444444444444,0.511,0.491
"155",0.5,0.515,0.496666666666667,0.4625,0.486,0.49,0.464285714285714,0.50375,0.508888888888889,0.492,0.51
"156",0.58,0.485,0.52,0.52,0.532,0.515,0.491428571428571,0.545,0.511111111111111,0.503,0.4955
"157",0.44,0.525,0.5,0.51,0.492,0.49,0.542857142857143,0.51,0.494444444444444,0.501,0.4905
"158",0.5,0.53,0.54,0.4825,0.496,0.498333333333333,0.511428571428571,0.5175,0.488888888888889,0.499,0.502
"159",0.53,0.47,0.526666666666667,0.505,0.482,0.505,0.5,0.47875,0.508888888888889,0.515,0.4925
"160",0.49,0.535,0.49,0.5275,0.478,0.486666666666667,0.474285714285714,0.49375,0.486666666666667,0.507,0.4955
"161",0.45,0.53,0.5,0.5275,0.508,0.478333333333333,0.515714285714286,0.51625,0.538888888888889,0.525,0.4805
"162",0.53,0.515,0.523333333333333,0.4625,0.498,0.506666666666667,0.481428571428571,0.52125,0.486666666666667,0.534,0.4885
"163",0.48,0.485,0.436666666666667,0.5,0.5,0.5,0.515714285714286,0.49375,0.5,0.489,0.512
"164",0.53,0.5,0.473333333333333,0.51,0.51,0.518333333333333,0.502857142857143,0.4775,0.513333333333333,0.497,0.5135
"165",0.48,0.47,0.513333333333333,0.4825,0.486,0.506666666666667,0.502857142857143,0.5,0.507777777777778,0.504,0.4935
"166",0.56,0.525,0.506666666666667,0.5,0.516,0.5,0.507142857142857,0.49625,0.5,0.512,0.489
"167",0.62,0.51,0.55,0.4825,0.484,0.465,0.484285714285714,0.51125,0.492222222222222,0.501,0.527
"168",0.5,0.53,0.466666666666667,0.5075,0.52,0.528333333333333,0.492857142857143,0.51625,0.524444444444444,0.508,0.528
"169",0.53,0.48,0.493333333333333,0.55,0.49,0.516666666666667,0.474285714285714,0.49625,0.523333333333333,0.494,0.512
"170",0.54,0.45,0.473333333333333,0.4625,0.522,0.476666666666667,0.491428571428571,0.51125,0.512222222222222,0.509,0.504
"171",0.51,0.49,0.5,0.475,0.498,0.506666666666667,0.498571428571429,0.49625,0.492222222222222,0.491,0.5185
"172",0.5,0.455,0.526666666666667,0.5,0.532,0.516666666666667,0.494285714285714,0.515,0.498888888888889,0.513,0.4955
"173",0.4,0.56,0.53,0.47,0.518,0.5,0.498571428571429,0.5175,0.495555555555556,0.504,0.506
"174",0.51,0.45,0.433333333333333,0.47,0.51,0.493333333333333,0.5,0.52125,0.493333333333333,0.483,0.484
"175",0.49,0.495,0.516666666666667,0.505,0.498,0.471666666666667,0.472857142857143,0.50125,0.488888888888889,0.507,0.507
"176",0.48,0.51,0.556666666666667,0.505,0.52,0.513333333333333,0.524285714285714,0.50125,0.516666666666667,0.515,0.4945
"177",0.41,0.54,0.503333333333333,0.535,0.46,0.475,0.538571428571429,0.5025,0.496666666666667,0.513,0.5125
"178",0.5,0.44,0.53,0.4925,0.474,0.473333333333333,0.497142857142857,0.4825,0.518888888888889,0.484,0.4925
"179",0.63,0.575,0.53,0.5275,0.472,0.501666666666667,0.49,0.51375,0.51,0.518,0.4915
"180",0.46,0.415,0.496666666666667,0.495,0.516,0.506666666666667,0.452857142857143,0.51,0.492222222222222,0.485,0.495
"181",0.56,0.47,0.55,0.54,0.504,0.473333333333333,0.534285714285714,0.47375,0.521111111111111,0.484,0.5105
"182",0.54,0.585,0.45,0.4725,0.554,0.515,0.505714285714286,0.5175,0.51,0.512,0.489
"183",0.54,0.53,0.513333333333333,0.5075,0.512,0.505,0.497142857142857,0.54625,0.497777777777778,0.503,0.495
"184",0.52,0.51,0.516666666666667,0.545,0.476,0.491666666666667,0.502857142857143,0.505,0.502222222222222,0.509,0.5165
"185",0.53,0.55,0.493333333333333,0.53,0.554,0.51,0.501428571428571,0.4925,0.467777777777778,0.505,0.478
"186",0.4,0.53,0.486666666666667,0.4975,0.508,0.515,0.498571428571429,0.47875,0.506666666666667,0.483,0.4975
"187",0.53,0.51,0.48,0.5125,0.48,0.483333333333333,0.457142857142857,0.52125,0.477777777777778,0.483,0.496
"188",0.5,0.485,0.486666666666667,0.535,0.488,0.5,0.511428571428571,0.50875,0.52,0.528,0.494
"189",0.47,0.555,0.55,0.4625,0.46,0.461666666666667,0.491428571428571,0.5,0.477777777777778,0.526,0.498
"190",0.39,0.535,0.456666666666667,0.5025,0.484,0.485,0.525714285714286,0.47125,0.524444444444444,0.508,0.493
"191",0.49,0.57,0.51,0.5225,0.478,0.516666666666667,0.505714285714286,0.495,0.483333333333333,0.504,0.5
"192",0.47,0.51,0.483333333333333,0.49,0.492,0.508333333333333,0.528571428571429,0.47875,0.518888888888889,0.495,0.484
"193",0.6,0.5,0.46,0.515,0.538,0.536666666666667,0.472857142857143,0.47375,0.485555555555556,0.526,0.5085
"194",0.5,0.545,0.47,0.495,0.524,0.498333333333333,0.478571428571429,0.49375,0.512222222222222,0.513,0.4905
"195",0.54,0.515,0.506666666666667,0.485,0.48,0.531666666666667,0.474285714285714,0.49125,0.492222222222222,0.504,0.5015
"196",0.55,0.475,0.5,0.495,0.468,0.52,0.492857142857143,0.505,0.465555555555556,0.511,0.471
"197",0.5,0.465,0.436666666666667,0.4725,0.492,0.46,0.515714285714286,0.51125,0.511111111111111,0.494,0.5085
"198",0.48,0.535,0.546666666666667,0.4925,0.468,0.488333333333333,0.534285714285714,0.4725,0.5,0.531,0.524
"199",0.51,0.43,0.536666666666667,0.5575,0.502,0.483333333333333,0.517142857142857,0.48125,0.5,0.489,0.4855
"200",0.5,0.47,0.536666666666667,0.5375,0.464,0.493333333333333,0.467142857142857,0.4525,0.507777777777778,0.51,0.5075
"201",0.49,0.4,0.433333333333333,0.445,0.488,0.505,0.521428571428571,0.48125,0.518888888888889,0.494,0.501
"202",0.42,0.435,0.526666666666667,0.46,0.52,0.461666666666667,0.471428571428571,0.475,0.507777777777778,0.507,0.494
"203",0.39,0.465,0.503333333333333,0.495,0.46,0.515,0.492857142857143,0.50625,0.495555555555556,0.526,0.497
"204",0.49,0.48,0.53,0.4825,0.554,0.5,0.495714285714286,0.4975,0.492222222222222,0.497,0.5015
"205",0.52,0.485,0.43,0.51,0.492,0.503333333333333,0.504285714285714,0.4975,0.506666666666667,0.527,0.4935
"206",0.45,0.54,0.506666666666667,0.4975,0.512,0.528333333333333,0.517142857142857,0.515,0.496666666666667,0.493,0.503
"207",0.45,0.515,0.46,0.505,0.568,0.506666666666667,0.504285714285714,0.5325,0.482222222222222,0.495,0.4935
"208",0.5,0.46,0.513333333333333,0.47,0.504,0.533333333333333,0.482857142857143,0.4975,0.493333333333333,0.502,0.5175
"209",0.51,0.5,0.483333333333333,0.4975,0.504,0.506666666666667,0.495714285714286,0.51125,0.487777777777778,0.489,0.509
"210",0.49,0.48,0.503333333333333,0.5075,0.518,0.508333333333333,0.504285714285714,0.52375,0.5,0.528,0.483
"211",0.5,0.55,0.513333333333333,0.5025,0.46,0.553333333333333,0.465714285714286,0.49875,0.51,0.48,0.495
"212",0.44,0.55,0.523333333333333,0.5425,0.51,0.511666666666667,0.521428571428571,0.49625,0.514444444444444,0.501,0.5185
"213",0.53,0.445,0.476666666666667,0.56,0.492,0.481666666666667,0.507142857142857,0.51125,0.486666666666667,0.511,0.513
"214",0.34,0.425,0.526666666666667,0.51,0.498,0.503333333333333,0.535714285714286,0.54625,0.508888888888889,0.48,0.49
"215",0.53,0.57,0.5,0.4825,0.456,0.51,0.515714285714286,0.49875,0.513333333333333,0.485,0.4795
"216",0.5,0.5,0.483333333333333,0.465,0.52,0.493333333333333,0.51,0.50125,0.498888888888889,0.52,0.5155
"217",0.63,0.48,0.533333333333333,0.52,0.532,0.491666666666667,0.518571428571429,0.535,0.501111111111111,0.51,0.5095
"218",0.51,0.48,0.48,0.4975,0.508,0.5,0.515714285714286,0.5175,0.513333333333333,0.513,0.5025
"219",0.53,0.5,0.503333333333333,0.5275,0.526,0.51,0.482857142857143,0.5275,0.511111111111111,0.525,0.496
"220",0.51,0.525,0.506666666666667,0.525,0.496,0.506666666666667,0.49,0.51375,0.505555555555556,0.512,0.497
"221",0.45,0.535,0.513333333333333,0.5,0.504,0.511666666666667,0.537142857142857,0.5225,0.501111111111111,0.5,0.5015
"222",0.43,0.495,0.546666666666667,0.4625,0.512,0.518333333333333,0.491428571428571,0.495,0.515555555555556,0.505,0.484
"223",0.42,0.49,0.493333333333333,0.51,0.49,0.49,0.482857142857143,0.48625,0.495555555555556,0.524,0.4965
"224",0.51,0.485,0.483333333333333,0.4575,0.47,0.485,0.508571428571429,0.475,0.513333333333333,0.497,0.4985
"225",0.49,0.485,0.516666666666667,0.4325,0.494,0.515,0.495714285714286,0.5075,0.506666666666667,0.486,0.491
"226",0.45,0.575,0.483333333333333,0.5125,0.5,0.516666666666667,0.514285714285714,0.505,0.521111111111111,0.486,0.513
"227",0.46,0.515,0.52,0.4975,0.53,0.493333333333333,0.498571428571429,0.49125,0.49,0.5,0.4915
